,0,1
3622,EFOI,0.4
3623,IFN,17.295
3624,BGRYW,0.159
3625,BRO,56.98
3626,MPWR,346.8
3627,ALGT,73.0
3628,AVTX,6.1
3629,IMKTA,95.14
3630,NPCT,10.41
3631,ATKR,102.99
3632,EDF,3.58
3633,LEJU,1.5596
3634,GGT^G,24.2
3635,CMAXW,1.33
3636,GRWG,3.28
3637,KLTR,1.9
3638,PCT,8.24
3639,KSI,9.9
3640,NVNOW,0.1033
3641,GFS,57.25
3642,MS^A,19.6286
3643,BIOTW,0.0301
3644,TIMB,12.73
3645,PTRS,9.3
3646,ALLE,113.18
3647,CWBC,14.35
3648,GFLU,61.71
3649,LYB,88.37
3650,HCIIW,0.0201
3651,OGN,25.1
3652,SLB,55.83
3653,RGLS,1.53
3654,AREBW,0.062
3655,TDS^V,17.3915
3656,JPS,6.9399
3657,RY,99.16
3658,NGC,9.92
3659,MO,44.67
3660,MOVE,2.27
3661,BGSF,13.06
3662,FSCO,4.781
3663,NLS,1.47
3664,BTAI,12.63
3665,NSA^A,23.695
3666,ELDN,2.31
3667,CCD,21.76
3668,LCAHU,9.97
3669,OCFC,22.42
3670,WW,4.36
3671,MIND,0.6125
3672,HRTX,3.93
3673,ALV,87.67
3674,HFRO^A,20.13
3675,FREY,14.9
3676,CEVA,27.62
3677,NAUT,2.39
3678,TRMK,36.3
3679,NPK,68.0101
3680,MSFT,235.87
3681,AMPG,2.36
3682,CLFD,122.62
3683,HYRE,0.7587
3684,SAFT,86.31
3685,CHAA,9.995
3686,SPCE,5.535
3687,FOSL,4.19
3688,FSTR,10.26
3689,CPAQW,0.06
3690,REPL,18.07
3691,TG,10.29
3692,TRCA,9.99
3693,ATEC,10.25
3694,MIDD,140.28
3695,NRIX,12.83
3696,SKYW,17.69
3697,SU,36.91
3698,BTA,9.0068
3699,MHK,108.165
3700,NSTB,9.97
3701,TNYA,2.86
3702,VICI,31.75
3703,CHCI,3.9
3704,CDTX,0.6166
3705,SWK,82.93
3706,NVOS,0.2752
3707,HT^D,18.35
3708,FFIV,145.26
3709,CNNB,14.76
3710,IMAQR,0.065
3711,DPCS,10.15
3712,CPAR,9.94
3713,FSEA,10.45
3714,VCSA,3.45
3715,TBLD,13.655
3716,DMS,1.78
3717,FINS,13.165
3718,DEN,95.21
3719,QUIK,6.72
3720,KUKE,0.569
3721,VINO,0.19
3722,MCY,38.0
3723,LTH,12.249
3724,NXRT,46.39
3725,KOP,28.165
3726,LXP,10.53
3727,EWTX,9.44
3728,WAL^A,20.8734
3729,XM,11.79
3730,BAC^P,17.4
3731,SI^A,13.89
3732,BFS^E,20.29
3733,AQUA,40.0
3734,LSTR,152.47
3735,CAH,76.32
3736,CZFS,69.0
3737,HUGS,9.93
3738,USB^R,17.8
3739,VNDA,10.61
3740,RICK,83.91
3741,PNTG,12.03
3742,INDT,51.39
3743,SBTX,6.14
3744,DUNE,9.726
3745,NRDY,2.375
3746,UNIT,7.68
3747,HIL,3.365
3748,CPTK,9.99
3749,WMS,88.48
3750,QLGN,0.24
3751,WNC,24.3409
3752,DDL,3.7
3753,SWIM,4.46
3754,HYPR,0.9602
3755,ADMA,2.82
3756,HCKT,21.93
3757,SPSC,128.82
3758,PSA^M,17.7125
3759,TDUP,1.26
3760,OAK^A,24.3025
3761,BXP,76.045
3762,HLBZW,0.0603
3763,ORIAU,9.91
3764,GIPR,5.23
3765,RMGCW,0.03
3766,CERS,3.68
3767,IMMR,5.36
3768,RVLP,1.8
3769,NTZ,4.8
3770,CCI,137.04
3771,ABGI,9.96
3772,UBCP,15.1
3773,NOK,4.75
3774,SOJC,22.6355
3775,NVAX,23.02
3776,INBS,0.4708
3777,CME,174.75
3778,PSA,294.19
3779,HCDIP,11.63
3780,WEL,10.2
3781,PRH,23.91
3782,ZH,1.01
3783,FLWS,7.64
3784,COGT,14.05
3785,HCC,35.185
3786,JGGC,10.085
3787,IIF,24.4
3788,SWCH,34.035
3789,ACEV,10.26
3790,KYCHW,0.05
3791,MS^L,20.8761
3792,TVC,21.6941
3793,FDUS,18.74
3794,FRGT,0.5103
3795,ACR^C,21.755
3796,SGHT,7.86
3797,JPM,134.815
3798,PUCKU,9.94
3799,EGAN,7.9
3800,GS^D,19.075
3801,AWI,78.26
3802,HSDT,0.2721
3803,OCGN,1.75
3804,OFC,27.04
3805,WWACW,0.0289
3806,RCAT,1.33
3807,APLD,2.22
3808,INST,23.33
3809,FBHS,66.62
3810,SB,3.03
3811,DRCT,2.67
3812,AZZ,41.2
3813,GLBZ,9.11
3814,MPV,11.8324
3815,AWRE,1.62
3816,PJT,75.465
3817,DNB,14.24
3818,AEHR,21.85
3819,TZPSU,9.9901
3820,CVRX,10.4
3821,MORN,234.27
3822,AUROW,0.34
3823,KLXE,14.17
3824,CARS,14.79
3825,CGRN,2.1
3826,ALEX,19.58
3827,IPAXW,0.24
3828,JOAN,5.2
3829,PAYX,119.79
3830,USWSW,0.058
3831,NTGR,19.85
3832,RSI,4.075
3833,SCRMU,9.9
3834,ONTO,83.87
3835,SMAP,10.04
3836,FRBNU,10.13
3837,MRO,33.09
3838,SKYT,8.16
3839,AIMAW,0.0601
3840,BHR^D,23.752
3841,HEPA,0.548
3842,UTF,24.41
3843,CSTL,23.43
3844,AFTR,9.92
3845,ATNI,42.91
3846,DUOL,83.15
3847,TLS,10.9
3848,RF^B,25.47
3849,TA,64.11
3850,COMM,13.42
3851,JEQ,5.6
3852,CIM^A,19.9083
3853,CCNEP,24.925
3854,FTVIW,0.0192
3855,BFRI,1.07
3856,ACNB,35.75
3857,LYEL,6.11
3858,ICVX,3.45
3859,COVA,10.0
3860,CSSEP,22.86
3861,PZZA,72.31
3862,MEOA,10.2
3863,TNP^E,24.231
3864,CODI,19.75
3865,FISI,25.55
3866,KD,10.51
3867,BNTC,0.1928
3868,FBRX,1.095
3869,MMAT,1.02
3870,NOACW,0.0073
3871,LWAY,5.85
3872,HYMCW,0.069
3873,SVNA,10.13
3874,FAZEW,0.29
3875,BKR,27.24
3876,DKNG,15.12
3877,NWG,5.9
3878,BILL,120.745
3879,GHM,9.97
3880,ITOS,20.36
3881,AEL^A,21.6237
3882,RCLFU,9.95
3883,VHNA,10.12
3884,CRWD,163.65
3885,MVO,13.22
3886,PAVM,1.14
3887,KOF,67.41
3888,SWETU,9.92
3889,ACT,25.75
3890,IRS,4.0838
3891,AFACW,0.085
3892,MSDAU,9.98
3893,PAYC,330.555
3894,FSBC,28.74
3895,STT,81.62
3896,ADTHW,0.1871
3897,HPP,11.82
3898,JSPR,0.745
3899,WINT,0.18
3900,CCNE,25.34
3901,NHTC,3.62
3902,EFX,197.53
3903,SSYS,14.32
3904,HEI/A,123.88
3905,RQI,12.705
3906,ALVR,6.77
3907,SMID,23.9493
3908,CMRE^C,23.5497
3909,AKR,15.14
3910,ASTE,43.4
3911,EVRI,17.43
3912,SGTX,0.5251
3913,HAACW,0.008
3914,MLVF,14.47
3915,DTRTU,10.3
3916,EVTC,34.6685
3917,BHAC,9.97
3918,SLNO,1.05
3919,VENAU,9.4
3920,TCVA,9.86
3921,SQNS,3.8
3922,GGT^E,23.8971
3923,WTS,151.23
3924,ALE,61.99
3925,AVB,169.17
3926,BCEL,1.5
3927,HNVR,19.75
3928,RVMD,20.86
3929,PLD,114.47
3930,TRVI,1.96
3931,EMKR,1.55
3932,FLAC,10.04
3933,LIAN,1.33
3934,ESACU,10.18
3935,PEGRU,9.87
3936,AKA,1.8393
3937,TSLX,18.38
3938,HYZN,1.9
3939,KDNY,22.0
3940,IGA,8.8
3941,SNAP,11.41
3942,UHS,125.69
3943,MYMD,2.83
3944,ELF,49.795
3945,GLT,3.422
3946,PCAR,96.3
3947,LRN,34.12
3948,AGM^D,21.62
3949,NRGX,15.91
3950,SHQA,10.01
3951,HBB,13.23
3952,VTGN,0.13
3953,FLNT,1.26
3954,SIGI,97.06
3955,ONL,9.68
3956,IPWR,11.3197
3957,OPK,1.86
3958,RETA,29.82
3959,MCAC,9.94
3960,HOG,47.68
3961,SIG,64.385
3962,HCWB,2.24
3963,SMBC,50.33
3964,TLF,4.1
3965,HYT,8.7745
3966,BKN,11.6
3967,MSDA,9.97
3968,SLS,4.27
3969,MNRL,36.079
3970,TPL,2700.0
3971,ATTO,3.42
3972,NOMD,16.96
3973,LDI,1.52
3974,EURN,19.475
3975,ULCC,12.48
3976,BDC,79.89
3977,CHTR,368.24
3978,RIVN,34.48
3979,DZSI,15.37
3980,MYRG,86.97
3981,HCIIU,9.94
3982,GNRC,108.57
3983,TMDX,48.66
3984,ACAXW,0.05
3985,CHMI^A,21.4
3986,FXLV,3.365
3987,TU,21.98
3988,JJSF,149.58
3989,FENC,8.42
3990,SLVRU,9.87
3991,BWNB,20.73
3992,GLHAW,0.03
3993,ICL,8.655
3994,BR,141.43
3995,CENTA,39.45
3996,PDS,84.35
3997,PRIF^I,21.4
3998,RDY,54.46
3999,MYI,10.3
4000,NATR,9.04
4001,SFIX,3.97
4002,EOSE,1.42
4003,LFACU,10.08
4004,RDIB,19.9
4005,PMT^C,18.35
4006,TWN,22.44
4007,VMC,178.785
4008,NDLS,5.91
4009,VLY,11.97
4010,LPTH,1.1401
4011,BOH,81.9
4012,AKRO,40.81
4013,SWSSW,0.0194
4014,WTRG,47.21
4015,NBR,182.42
4016,BRCC,6.2
4017,SB^C,24.21
4018,DGICA,14.72
4019,HCDIZ,0.1898
4020,IMMX,1.075
4021,NVIV,2.33
4022,FINMU,10.0054
4023,RXDX,56.07
4024,AYI,190.18
4025,ESTE,17.06
4026,LTC,39.98
4027,SGRP,1.84
4028,GS^K,25.3266
4029,BOAC,9.79
4030,PRDO,11.68
4031,DKS,106.11
4032,AIZN,21.175
4033,GOEV,1.38
4034,TIL,5.25
4035,STM,38.3
4036,BRSP,7.275
4037,TIG,3.52
4038,CHSCO,25.66
4039,HTLF,49.2
4040,TDCX,13.46
4041,DOV,142.0178
4042,MTRYW,0.08
4043,NRAC,9.98
4044,FACA,10.005
4045,FEAM,12.94
4046,INSI,15.0943
4047,NOC,488.6
4048,USAP,7.4
4049,BWMN,15.42
4050,IVDA,0.5668
4051,AXON,142.07
4052,TOWN,32.4
4053,FATH,2.49
4054,FITBO,19.2715
4055,GDNRW,0.05
4056,ATHA,3.36
4057,MEAC,10.03
4058,ACRS,15.37
4059,ADC^A,17.0
4060,VGR,10.76
4061,INFN,5.71
4062,WTFC,93.23
4063,GNK,16.06
4064,BEDU,2.65
4065,OLED,99.05
4066,NSS,25.1137
4067,BCS,7.515
4068,HPLTU,9.9
4069,SMCI,68.72
4070,GTHX,11.01
4071,TSP,6.31
4072,PAG,125.69
4073,TAP,52.49
4074,TFC^O,21.9762
4075,SLAMU,9.9608
4076,SPRB,1.16
4077,RRAC,10.18
4078,MS^F,25.5
4079,SMLP,20.15
4080,KINZ,10.09
4081,CRWS,5.81
4082,MGI,10.55
4083,GLOP^B,24.28
4084,WORX,0.626
4085,RBT,2.48
4086,MBNKP,24.25
4087,TCBK,57.11
4088,BNIXR,0.0764
4089,BGT,11.35
4090,INSP,210.99
4091,MGRB,18.0537
4092,OCFT,0.77
4093,SD,21.06
4094,AMTD,1.012
4095,HCCI,26.91
4096,CXM,8.33
4097,LOGC,2.06
4098,CHMI,6.06
4099,IRRX,10.14
4100,BHR,3.815
4101,F,14.21
4102,VLRS,9.83
4103,PD,23.78
4104,ALIT,8.435
4105,AUVIP,24.17
4106,SEAC,0.41
4107,PEI^D,2.94
4108,BENER,0.004
4109,LITTW,0.06
4110,MVIS,3.57
4111,PNAC,10.02
4112,PSA^R,17.12
4113,RCACW,0.07
4114,VC,126.0
4115,MITT^A,17.2
4116,ASAN,21.7992
4117,DATS,0.5986
4118,NHIC,9.95
4119,MICT,0.7
4120,CPSH,2.98
4121,BAC^B,24.845
4122,FMN,10.26
4123,HURC,23.96
4124,COOK,4.11
4125,TRU,65.94
4126,ABVC,0.7394
4127,EQH^A,19.8833
4128,TANNL,25.18
4129,MOH,315.38
4130,THQ,20.32
4131,GXIIW,0.4399
4132,SLCA,14.525
4133,LSEAW,0.1299
4134,FNKO,20.64
4135,AMK,23.51
4136,MCAE,10.03
4137,AUD,0.3499
4138,MBTCU,10.49
4139,RVYL,0.912
4140,TFPM,11.12
4141,SPCM,10.205
4142,RACY,10.08
4143,CURO,3.745
4144,RCB,23.0
4145,SMAR,30.98
4146,CNMD,89.285
4147,FRONW,0.08
4148,WNNR,10.17
4149,PBF,47.97
4150,LEE,18.86
4151,PPSI,2.88
4152,GRNA,1.8
4153,CIF,1.8
4154,TFC^R,19.483
4155,TIVC,1.54
4156,ANET,131.815
4157,VIEWW,0.07
4158,OAK^B,24.16
4159,RNR^G,17.85
4160,BMI,111.11
4161,PFGC,57.9552
4162,QFTA,9.935
4163,TTM,26.98
4164,FHLT,10.06
4165,KRUS,79.69
4166,THS,48.684
4167,HOLOW,0.069
4168,SCHW^J,19.6109
4169,VAPO,0.5778
4170,TD,66.41
4171,HNNAZ,23.5
4172,AMSF,58.67
4173,MURFU,10.21
4174,IPVF,9.905
4175,OLPX,4.3
4176,ESE,90.04
4177,MGM,36.87
4178,PLBY,3.46
4179,KTH,28.888
4180,PGTI,20.18
4181,BYM,10.46
4182,RZLT,1.665
4183,FEMY,1.2604
4184,BIP^B,15.15
4185,ADEX,9.96
4186,RPHM,3.23
4187,BARK,1.73
4188,BXMT,25.275
4189,DAOO,10.09
4190,BWACW,0.0464
4191,BSVN,24.99
4192,RFI,12.68
4193,AXLA,1.33
4194,CTBI,47.56
4195,NMRK,7.97
4196,PONO,10.22
4197,SAMAW,0.012
4198,ABM,44.84
4199,LVS,43.895
4200,ATAKU,10.14
4201,GRBK^A,20.551
4202,TWLV,9.91
4203,DMTK,3.31
4204,USAU,3.7299
4205,LYFT,14.52
4206,RCEL,5.01
4207,RXT,5.13
4208,CSR,66.09
4209,BCAB,6.905
4210,DSP,4.81
4211,GBNY,10.87
4212,HLI,96.32
4213,AFT,12.76
4214,AMTX,7.21
4215,AFBI,14.41
4216,CTHR,1.0128
4217,VERY,6.87
4218,MPLX,33.8099
4219,TTNP,1.0544
4220,BBW,18.018
4221,SQM,106.91
4222,EXP,132.985
4223,TECH,295.5
4224,LNTH,75.45
4225,SM,47.31
4226,BZFDW,0.1199
4227,CBL,29.5615
4228,AVTE,19.67
4229,GUG,14.29
4230,KAMN,20.87
4231,CNXC,122.25
4232,SBI,7.45
4233,TASK,20.97
4234,LCW,10.02
4235,MDH,9.95
4236,TEL,126.3325
4237,MH^A,6.53
4238,CDXS,5.68
4239,NUWE,0.27
4240,MUR,51.14
4241,IIM,11.305
4242,CWH,28.585
4243,FXCOR,0.065
4244,PRAA,32.9
4245,NVEE,147.71
4246,COLM,77.06
4247,TSN,67.6665
4248,MCS,15.79
4249,GLDD,7.71
4250,HEQ,11.575
4251,CLAA,9.98
4252,DUNEW,0.0201
4253,ALLG,3.14
4254,TARO,28.8
4255,AERC,3.42
4256,GOCO,0.4
4257,ETON,2.71
4258,FCN,165.8
4259,PFBC,76.61
4260,VLO,139.4148
4261,RJAC,9.91
4262,ENSG,89.96
4263,CFMS,0.12
4264,VMCA,10.21
4265,TXRH,98.71
4266,TRTN^E,20.97
4267,CROX,71.81
4268,BUD,55.01
4269,AHCO,22.92
4270,NDSN,226.0
4271,SLMBP,57.26
4272,PRBM,9.975
4273,HWKZ,9.89
4274,EFSCP,17.7
4275,CSV,25.48
4276,AORT,12.35
4277,JBK,25.0
4278,MTD,1491.395
4279,CLF,15.355
4280,MSTR,279.99
4281,MPAA,19.0
4282,EAC,9.95
4283,STIM,3.27
4284,KMX,73.585
4285,FGMCW,0.08
4286,FLACW,0.9
4287,PLTR,8.165
4288,FSRD,0.2877
4289,ARRWW,0.02
4290,RAND,14.96
4291,SSBI,14.98
4292,SMHI,7.67
4293,JWSM,10.02
4294,GFGDU,10.04
4295,VLDRW,0.4301
4296,MMU,9.67
4297,PML,8.95
4298,FFA,16.1
4299,NTG,37.9
4300,PTIX,0.5898
4301,GPC,181.18
4302,SRC,40.115
4303,UPTD,10.1
4304,AGIO,28.66
4305,GPAC,10.01
4306,MH^C,6.3
4307,AAM^B,23.94
4308,CELUW,0.3399
4309,EBAY,40.32
4310,CMI,249.99
4311,OIA,5.7745
4312,EVOJ,9.92
4313,CHK,97.86
4314,JAN,2.41
4315,THC,42.83
4316,MURFW,0.0479
4317,DGII,39.77
4318,CPAAW,0.12
4319,FBIOP,19.4
4320,JILL,24.14
4321,THRD,22.39
4322,WBS^G,23.5365
4323,ANGI,2.14
4324,VNO^L,17.73
4325,RNA,14.54
4326,IIPR,111.2699
4327,BMY,77.39
4328,EDD,4.26
4329,PRLHU,10.1
4330,FLYW,22.0
4331,HBAN,15.11
4332,JOE,36.5796
4333,FUND,7.82
4334,GBCI,58.031
4335,GE,86.34
4336,VTYX,32.21
4337,OPY,37.37
4338,HWCPZ,23.31
4339,SWI,9.365
4340,FLME,10.049
4341,HONE,15.1
4342,TEI,4.84
4343,AMLX,36.36
4344,TZPSW,0.0139
4345,TENKU,10.07
4346,ABB,31.405
4347,LSTA,4.41
4348,CMS,58.55
4349,CODX,3.34
4350,IVR^C,19.6
4351,ET,12.3401
4352,EQH,30.11
4353,MCHP,63.0
4354,IBRX,5.8
4355,CODI^C,24.28
4356,MNTS,1.38
4357,BRKL,13.65
4358,FSK,19.4
4359,TWLVW,0.01
4360,LAC,27.04
4361,SAVE,21.92
4362,SNSE,1.46
4363,GNTX,26.28
4364,ZINGW,0.0579
4365,FRST,12.94
4366,NXP,13.2664
4367,CPSI,32.09
4368,AEMD,0.4832
4369,WY,32.885
4370,WSC,42.78
4371,DVN,72.8
4372,CYXT,2.61
4373,ERIE,249.31
4374,LW,82.4206
4375,DX^C,21.5803
4376,HOUS,7.345
4377,ADOCW,0.0137
4378,BWAQU,10.09
4379,TX,31.8
4380,DFLI,8.0001
4381,ASYS,8.63
4382,EIGR,5.12
4383,BYND,15.52
4384,FELE,81.15
4385,IBN,22.49
4386,TWOA,9.99
4387,SMMT,1.1
4388,ACRX,2.77
4389,MYTE,11.5
4390,ACET,17.19
4391,HCNE,9.86
4392,PRSRU,10.01
4393,IDCC,50.13
4394,FRXB,9.95
4395,LMT,466.89
4396,VRDN,20.03
4397,SEMR,11.435
4398,AGEN,2.55
4399,WFC^D,17.29
4400,GSQD,10.01
4401,ESSCU,10.91
4402,SYBT,78.44
4403,TRMB,60.24
4404,BJRI,32.59
4405,HDB,68.27
4406,TZOO,5.07
4407,CMRA,1.59
4408,KFFB,7.0
4409,ALORU,10.12
4410,PGNY,44.01
4411,CSLM,9.995
4412,FMBH,35.97
4413,BKT,12.46
4414,FCFS,95.15
4415,CTAS,427.64
4416,CSLMU,10.08
4417,GPACW,0.011
4418,SUPV,1.8148
4419,NREF^A,19.25
4420,F^B,24.3
4421,MMD,15.6384
4422,NL,7.5
4423,PRA,19.755
4424,DRMAW,0.0322
4425,PGRWU,10.16
4426,SCKT,1.97
4427,CACI,293.33
4428,APGNW,0.0798
4429,FRTX,1.92
4430,ARGUU,10.11
4431,PKX,55.5
4432,ECCV,21.31
4433,TFSL,14.23
4434,STNG,49.69
4435,GDRX,5.33
4436,GDNRU,10.04
4437,MGRC,96.56
4438,LUCY,1.55
4439,DTC,4.76
4440,GRAY,1.0
4441,RCAC,9.98
4442,SERA,1.55
4443,RGNX,23.88
4444,POST,87.965
4445,FCNCP,20.9
4446,INKT,2.03
4447,HOFV,0.5312
4448,HON,204.93
4449,CONX,10.045
4450,MITO,0.3163
4451,SGC,10.19
4452,MAR,159.65
4453,TNET,68.15
4454,BOLT,1.4
4455,PTWO,10.11
4456,MRTX,67.91
4457,AHT^H,17.5401
4458,CNDA,9.835
4459,STRM,1.6803
4460,DDOG,81.13
4461,ACRE,12.21
4462,IHD,5.13
4463,BML^J,19.77
4464,HTFC,24.07
4465,DNP,11.045
4466,LINC,5.36
4467,NNBR,2.33
4468,GOGN,10.25
4469,FERG,120.49
4470,TPB,21.185
4471,CC,33.38
4472,DIOD,72.36
4473,BML^G,19.07
4474,GAB^H,22.5
4475,BBDC,8.94
4476,EPD,25.24
4477,NAPA,14.72
4478,AAIC^C,20.95
4479,ATH^A,24.7925
4480,ATI,29.29
4481,LGIH,92.64
4482,ASAX,9.91
4483,PSA^O,16.81
4484,RY^T,25.45
4485,AEAE,10.02
4486,THO,90.48
4487,THRN,5.09
4488,JQC,5.1413
4489,CGNX,47.11
4490,ECOR,0.2531
4491,COUR,13.595
4492,IART,50.37
4493,COF^N,17.0
4494,BIIB,284.29
4495,EFC^A,20.68
4496,SAJ,25.1
4497,XERS,1.65
4498,SNRHW,0.0248
4499,KRNL,10.0
4500,JUPW,0.9739
4501,ALT,12.77
4502,FRLAU,10.18
4503,XGN,2.56
4504,CBNK,24.96
4505,AJG,187.35
4506,KALU,79.09
4507,DSL,11.49
4508,ACOR,0.655
4509,FC,48.4603
4510,BOX,28.89
4511,PEPLW,0.1
4512,IDEX,0.2632
4513,SVNAU,10.1899
4514,TRINL,24.85
4515,DS,0.452
4516,T^C,18.26
4517,CMG,1517.0
4518,BOC,26.39
4519,ALORW,0.0201
4520,METCL,25.6499
4521,MEOAW,0.08
4522,AFL,70.38
4523,LOGI,51.13
4524,UPS,179.9599
4525,GBBKR,0.065
4526,PCGU,131.19
4527,SEE,50.77
4528,XWEL,0.65
4529,ONB,19.38
4530,DE,408.73
4531,FGBIP,24.6816
4532,CATC,88.09
4533,SPNE,6.3
4534,DAR,75.23
4535,LVAC,10.1
4536,MTVC,10.09
4537,LARK,25.85
4538,EMBC,31.1
4539,TLIS,0.6563
4540,RENEW,0.1001
4541,TSHA,1.73
4542,ORA,99.8
4543,USLM,126.5
4544,IOACW,0.05
4545,OWL,12.83
4546,SPB,50.36
4547,UTI,7.31
4548,LMFA,1.0095
4549,ALSAW,0.023
4550,LEGA,9.95
4551,GPJA,22.7501
4552,AUID,1.4
4553,RCS,5.1372
4554,OMGA,4.97
4555,COCP,2.25
4556,WSBC,40.44
4557,IX,75.56
4558,CIFR,1.15
4559,LASE,2.69
4560,VUZI,5.1
4561,SCLEU,10.0
4562,AXTI,4.6
4563,ARKR,20.76
4564,CRKN,0.2573
4565,MARA,13.85
4566,JPI,18.35
4567,BLNK,14.47
4568,MAC,12.785
4569,VRRM,17.25
4570,FTAA,9.98
4571,MNOV,2.13
4572,HGLB,9.675
4573,CWK,11.785
4574,DDF,8.5822
4575,BWB,18.88
4576,CTMX,1.35
4577,CHRB,16.25
4578,MYPSW,0.6201
4579,TTE,59.06
4580,SLP,42.59
4581,AEYE,5.6312
4582,FLUX,3.8
4583,HOOD,11.5
4584,NMR,3.54
4585,WM,159.48
4586,MSI,253.35
4587,MUA,9.95
4588,VNO^M,17.73
4589,HUYA,2.31
4590,IAE,6.07
4591,MVBF,25.33
4592,DSEY,5.36
4593,GTIM,2.26
4594,AIKI,6.0
4595,KIRK,3.64
4596,VIPS,8.76
4597,AWF,9.69
4598,EICA,22.3987
4599,GFX,10.01
4600,EVC,5.5838
4601,MCI,13.0
4602,GOOS,18.34
4603,CTKB,15.57
4604,LANC,181.15
4605,PAYOW,1.73
4606,AVRO,0.68
4607,AHH^A,20.8601
4608,BBU,22.5
4609,INNV,6.12
4610,MCACR,0.09
4611,GDO,12.25
4612,BIPI,17.69
4613,DBI,15.365
4614,RWODR,0.12
4615,BIOTU,9.98
4616,VSCO,44.89
4617,IVH,10.455
4618,LOMA,6.35
4619,XELA,0.2435
4620,MODV,97.0
4621,PBR,12.015
4622,CANG,2.65
4623,LPX,59.62
4624,FRSGW,0.0201
4625,PGC,39.37
4626,AHPI,1.25
4627,HOFVW,0.04
4628,ORLY,836.3
4629,MTACW,0.043
4630,PRI,139.73
4631,ACONW,0.169
4632,FVT,10.02
4633,PBA,35.1
4634,HRT,9.499
4635,RMD,221.19
4636,ITW,229.19
4637,NYMTN,17.98
4638,UVV,56.13
4639,ARGO^A,20.895
4640,BALL,56.48
4641,CARA,9.69
4642,RSVR,5.71
4643,HLX,7.0863
4644,FSFG,22.95
4645,OTLK,1.195
4646,BCE,47.35
4647,DAL,35.16
4648,CTSO,1.74
4649,QDEL,88.77
4650,ELYS,0.3361
4651,LGVC,10.1
4652,YOSH,1.26
4653,AEAEW,0.1208
4654,TCBX,19.54
4655,ATEX,34.46
4656,NUV,8.4092
4657,PSA^F,22.41
4658,PFX,35.35
4659,HUMAW,1.0367
4660,AMRK,30.12
4661,AZRE,5.95
4662,IVCPW,0.0906
4663,GRPN,7.58
4664,SMSI,2.27
4665,HBCP,42.68
4666,RUTH,20.85
4667,GTN,10.67
4668,INDB,86.85
4669,FSRXW,0.02
4670,WTTR,9.12
4671,ALPAU,9.78
4672,SAL,25.75
4673,NGS,11.68
4674,JNJ,172.21
4675,VRT,15.195
4676,LUXAU,10.0245
4677,FTCVW,0.023
4678,PDO,14.12
4679,SBCF,31.0
4680,PMF,9.6
4681,KTTAW,0.05
4682,BKSY,1.73
4683,ACAXU,10.09
4684,CB,208.565
4685,SFB,20.87
4686,DOMO,18.2
4687,OHAA,9.96
4688,UBSI,42.13
4689,AZPN,240.57
4690,ET^E,23.82
4691,ECCW,22.24
4692,TOST,20.63
4693,RACB,10.0
4694,OMF,39.79
4695,ASTS,6.52
4696,GNAC,9.94
4697,LDP,18.895
4698,TMAC,10.03
4699,KTCC,4.38
4700,ACI,20.64
4701,BNY,9.52
4702,PEN,194.09
4703,FA,14.4
4704,HLAH,9.94
4705,FGIWW,0.3501
4706,ATAKR,0.0552
4707,BC,78.68
4708,CIA,3.43
4709,ENLC,12.47
4710,VELOW,0.0162
4711,FRWAW,0.0009
4712,SEAL^A,24.09
4713,APEN,6.27
4714,SYM,12.68
4715,NWE,53.43
4716,SITE,130.77
4717,RILYT,19.01
4718,CRVS,0.875
4719,QVCD,17.41
4720,THW,14.31
4721,IMGN,6.06
4722,SHAC,9.95
4723,HLIO,54.34
4724,FT,6.7602
4725,PPG,128.6
4726,GSBD,15.705
4727,ERJ,10.005
4728,SCWO,3.49
4729,INKA,10.11
4730,CBH,8.58
4731,MVF,6.555
4732,OPFI,2.1
4733,RIG,4.475
4734,ALL^G,23.17
4735,ENTA,47.4
4736,MMLP,3.2
4737,STAR^D,24.5
4738,POSH,17.8
4739,ONCT,1.07
4740,EVN,9.6093
4741,PULM,3.46
4742,NVNO,6.25
4743,LTCHW,0.095
4744,MYFW,27.71
4745,PETV,2.6606
4746,IONS,44.61
4747,FOXWW,0.07
4748,MBUU,53.83
4749,OVBC,26.39
4750,AMRX,2.505
4751,BTMD,4.41
4752,CPRI,53.035
4753,OMQS,5.99
4754,NTB,32.09
4755,THWWW,3.53
4756,MPX,11.36
4757,PMT^A,22.63
4758,CALA,2.69
4759,LYTS,7.52
4760,RTO,31.12
4761,TDG,619.45
4762,CMLS,7.59
4763,DCOM,35.5
4764,WDS,26.35
4765,FWONK,58.26
4766,SNDR,24.74
4767,ALHC,13.0
4768,BMAC,10.06
4769,CNC,82.34
4770,SKE,5.65
4771,HMNF,23.0
4772,PFS,22.79
4773,PCB,19.18
4774,OPP^B,19.01
4775,CHY,11.02
4776,BEAM,48.74
4777,FTEK,1.2
4778,PPC,23.69
4779,CRAI,101.94
4780,APAC,10.15
4781,GBX,38.58
4782,DCRDW,0.59
4783,FNB,13.955
4784,UP,1.565
4785,TRAQ,10.14
4786,ZION,51.54
4787,PGRE,6.67
4788,NVT,39.36
4789,OSI,9.94
4790,VPV,9.47
4791,LITE,74.85
4792,PIM,3.34
4793,FRGAP,23.4883
4794,TW,55.67
4795,PLBC,33.25
4796,BOOT,62.29
4797,RELX,26.455
4798,RDN,19.825
4799,MKTW,2.54
4800,RLJ^A,24.385
